SID,agreeableness_Compassion,agreeableness_Respectfulness,agreeableness_Trust,conscientiousness_Organization,conscientiousness_Productiveness,conscientiousness_Responsibility,extraversion_Assertiveness,extraversion_Energy.Level,extraversion_Sociability,neuroticism_Anxiety,neuroticism_Depression,neuroticism_Emotional.Volatility,openness_Aesthetic.Sensitivity,openness_Creative.Imagination,openness_Intellectual.Curiosity,Full_Date,all_beeps
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 8:00,67
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 12:00,68
136,3,3.2927185452086185,2.7854402549833814,3,2.162929121923863,2,2.5129492793325823,2,3,3,3,3,3,2.870332072995643,3,2019-09-27 16:16,69
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 20:00,70
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 0:00,71
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 4:00,72
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 8:00,73
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 12:00,74
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 16:00,75
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 20:00,76
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 0:00,77
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 4:00,78
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 8:00,79
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 12:00,80
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 16:00,81
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 20:00,82
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 0:00,83
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 4:00,84
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 8:00,85
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 12:00,86
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 16:00,87
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 20:00,88
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-01 0:00,89
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-01 4:00,90
137,4,4.40133824391473,5,4.431392703819247,4,4,4.131468726065048,4,4,3,1.6666666666666667,0.78791388466383006,1.2141443134843006,3,3.730457132632824,2019-09-16 11:01,1
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-16 15:00,2
137,4,4.173424856974722,3,2,1.323024373384106,3,2,3.505326856329317,3,3.6666666666666665,2,2.5695980877426123,2,4,3.165349701432734,2019-09-16 20:15,3
137,3.3624747820140843,4,3,3.718399844301598,2,4,3,4,3.597492475530555,3,2,2,0.7428779841930826,4,4,2019-09-16 23:15,4
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-17 3:00,5
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-17 7:00,6
137,3,2.7468457008580107,3,4,2.9070484726490804,4,4,3.9119342044777046,3,2,2.5,2,3,4.231897084184362,3,2019-09-17 11:08,7
137,3.4271516636081847,3.3333333333333335,3.566381497235409,3.3415694877771998,2,4,3.095397461511026,4,4,2,2,2,2,4,4.050319586533967,2019-09-17 15:05,8
137,2.929908508617155,3,4,2,2.426247661125729,4,4,3.2196103041609456,2,2,2,2,3.5141398987604537,4,3.9949408584357253,2019-09-17 19:01,9
137,3.3333333333333335,3.7898603943625075,2.2204874747354637,2,2,2.0519964695483015,2.2098313038419075,3,4,2,2,2,2,3.382618279246651,4.1409711923908326,2019-09-17 23:03,10
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-18 3:00,11
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-18 7:00,12
137,4,4,4.307609100362494,4,2,4.3151059902722455,3.1605474167012186,3,4,2,2,2,3.6907579305196316,4,4,2019-09-18 11:54,13
137,4.9287477532708825,4,3,2.7339428240480133,4,3.2725996243385285,2.10860627357599,3,4,2,2,2,4,3.8814415908843545,4,2019-09-18 15:17,14
137,3,2,2.3914841640239772,4,2.8344579133016583,2,4,3.1506153809931625,4,2,2,1.7398441395909934,3.1435674966015705,3,3.4563390797453604,2019-09-18 21:17,15
137,4,4,4.201790741985327,4.255964240364731,4,4,1.9741117556319523,3.711428821565116,4,2,2,2,3.9207944439680156,3,2.7788596658670572,2019-09-18 23:22,16
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-19 3:00,17
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-19 7:00,18
137,4.215466966633288,3.7109356229771806,3,3.5179491591085386,2.5,1.434252465146181,4,2,2.0919363972201515,3,2.3333333333333335,3.374232200744971,2.5,2.118950734373307,2.6766022030492227,2019-09-19 12:53,19
137,3,3.5335563665529763,3,2.575433925338044,2,3.395999713456377,2.4889734424504733,3,2,2,2,2,2.7942346859662788,2,3,2019-09-19 17:45,20
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-19 19:00,21
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-19 23:00,22
137,4,4,2.30907570300508,4,2,3.8411665056186584,3,3.049515254215413,4,2,2,0.8531427865769081,1.5228406125591993,4,2.7510290035532603,2019-09-20 2:05,23
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-20 3:00,24
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-20 7:00,25
137,2,3.427157550996807,4,4,2,3.0957555057427433,2.060018777574383,0.50269247215595,2,3,3,4,3,4.155461524918469,4,2019-09-20 11:12,26
137,3.806008924026141,4,3,3,2,3.15120583161378,3.96019374041985,2,1.9612555047103806,4,2.6666666666666665,2.7089284001795613,5.252493769497631,3,3,2019-09-20 15:21,27
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-20 19:00,28
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-21 3:00,29
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-21 7:00,30
137,3.1514975433682,3.3333333333333335,3.1016180251518657,3,1.3675035646144964,3.4978698552829863,3,2,1.3492089365721456,3,3.5,4,2,2.84591398989957,3,2019-09-21 11:28,31
137,3.0329349847248603,3,4,3.482612023503891,3.8946929228270983,3,2.719019656266874,3.5,2.131218033946487,2,2,2,2,4,3.493663868571841,2019-09-21 15:01,32
137,3.6773730723316804,3.5,2.829420665656443,4.850535701471619,4,3.6795019842822607,4,2,2.2025380088030055,2,2,0.5500588314098176,2.517880624092299,3,1.9578037431619417,2019-09-21 19:01,33
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-21 23:00,34
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-22 3:00,35
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-22 7:00,36
137,4.729904690473302,3.3333333333333335,2.1915102077279336,2,2,4.287178802072234,2.6658066532169484,2,3,2.5,2,2.706955673478907,1.2503492532861769,2,2,2019-09-22 11:07,37
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-22 15:00,38
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-22 19:00,39
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-22 23:00,40
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23 3:00,41
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23 7:00,42
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23 11:00,43
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23 15:00,44
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23 19:00,45
137,3,2.8857697148423243,2.3777212114623003,3.530785668651495,4,4,2.508249266038386,2,3,3.5,2,2,2.4377878811465727,4.5781828905529975,4,2019-09-23 23:01,46
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 3:00,47
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 7:00,48
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 11:00,49
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 15:00,50
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 19:00,51
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 23:00,52
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25 3:00,53
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25 7:00,54
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25 11:00,55
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25 15:00,56
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25 19:00,57
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25 23:00,58
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 3:00,59
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 7:00,60
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 11:00,61
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 15:00,62
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 19:00,63
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 23:00,64
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 3:00,65
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 7:00,66
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 11:00,67
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 15:00,68
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 19:00,69
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 23:00,70
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 3:00,71
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 7:00,72
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 11:00,73
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 15:00,74
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 19:00,75
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 23:00,76
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 3:00,77
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 7:00,78
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 11:00,79
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 15:00,80
137,4,3,3.0462968391149277,0.962661665025538,4,4,3,2,3.0635223982611826,2.6666666666666665,3,3.2206356684869313,4,2.2064421362793327,3,2019-09-29 19:06,81
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 23:00,82
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 3:00,83
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 7:00,84
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 11:00,85
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 15:00,86
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 19:00,87
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 23:00,88
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-01 3:00,89
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-01 7:00,90
138,3,5,2.2513171948538595,2,3.3391645828494783,3,2,2.7279613497998234,3,4,3,2,2,2.7556718644554454,4,2019-09-16 12:01,1
138,4,4,2.874528756514639,2,2,3.6214237312166353,3.2387692229742657,3,2,4,3,2,2,2,2.555707459148607,2019-09-16 16:07,2
138,4.097565339928414,4,3,4,4.295221217938482,4,4.312588014272082,2.5,3.6928968095968915,5,3,3,3.606039359194274,4,4.616624673892937,2019-09-16 20:25,3
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-17 0:00,4
138,1.8884276594270502,4,3,1,1.2400100654354163,2,3.052792663330492,1,1,5,2.5,4.003905092697646,2,2,0.8451805185264241,2019-09-17 0:01,5
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-17 4:00,6
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-17 8:00,7
138,3.1662834752939797,3,3,4.209154497401792,1.692582509999923,2.5,3.28047603970914,3,4,3,2,2,2.7732615436531383,2,5.0141481548930695,2019-09-17 12:21,8
138,3,3,2.8695044454609113,2,1.9228892360183099,3.5238810027616,1.727796658917713,2,2,2.6666666666666665,3,2.999014053749931,2,1.7517733010126184,3,2019-09-17 16:03,9
138,4,4.245434925460819,3,2,2.6184571084041908,2,3.776424957862426,4,3,4,2,1,2,4.643749945144037,2,2019-09-17 20:01,10
138,3,5,4.496101757083073,5.181490537261774,1.9756811219676766,2.5,3.5,3.1075000836880733,1.6041627321527572,5,3,2.5,4,2,2.7263692064159954,2019-09-18 0:04,11
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-18 4:00,12
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-18 8:00,13
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-18 12:00,14
138,2,4.231340559756092,3,2,2.1605601373578427,4.0635574321264984,2.441612238433727,1.5,2.104734749171114,5,4,3,3,2.756407417343344,1.8360143657191907,2019-09-18 16:01,15
138,3,4.076161701648785,3,2.5,0.388139502696323,2.9845769861334692,1,2,1.3518213083957065,4.5,3,3.8049846630809534,2,2,1.0481929015228055,2019-09-18 20:02,16
138,2,4.443578487557265,2,2,2,3.7142889633661484,2.8683374395280854,2,2,4,3.5,2,3,3.4388500760822085,1.8422047815202767,2019-09-19 0:05,17
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-19 4:00,18
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-19 8:00,19
138,4.073404970043743,3,4,2.5,1.8299626312277382,3.5494295815642314,4,4,5.552912779970706,4,2,2,3.9334002644351793,4.620827372202722,2.5,2019-09-19 13:04,20
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-19 16:00,21
138,3,3,3.520897993486,2.3253781664645308,3,4,2.284160421628529,1.922494993645311,3.5,2.6666666666666665,2,2.737143214947779,2,2,3.07130487377322,2019-09-19 20:27,22
138,2.6666666666666665,4.6605601402506585,3.8936189461599597,3,2.7137278833366505,3.669783961137305,3.7118781305824595,4,4,3,3,2.361958973770912,3,3.6886492878048953,2.338434750325072,2019-09-20 0:09,23
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-20 4:00,24
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-20 8:00,25
138,2,4,2.512153411570414,4.149499584463194,2,3,2.649468235034785,3,3,3,2,2.395314679407934,4,3.6795909304422816,2,2019-09-20 12:09,26
138,3,3.5736680491602093,2.7716787066016044,3.904163928501067,2,2,3,3.3838033656731232,2.9171486785959257,4,2.6666666666666665,2.4048859413125414,2,1.31846352268989,2,2019-09-20 17:09,27
138,4.830280605195323,5,3,2,2,4.2613619742497555,2,4.171487045850164,3,2,2,1.7423789961488287,4,4,3.6333426834279985,2019-09-20 20:24,28
138,3,3.3425202027350958,3,2,3.2897512296772815,4,3,3,1.7374883728788644,3,3,2,2.5,4.291081784664276,3.1710332633477862,2019-09-21 0:01,29
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-21 4:00,30
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-21 8:00,31
138,4,3.5039589569004312,3,2,1.9407576308942833,3,3,2,3.892434191757579,3.5,2.5,3.4619896145390285,2,4,1.8260248297374202,2019-09-21 12:14,32
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-21 16:00,33
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-21 20:00,34
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-22 4:00,35
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-22 8:00,36
138,4,3,2.2043433339437657,4.4273302689465295,5.1615697236538844,3,3.5,3.171731767735553,2.8223224520707535,3.5,2.5,1.8453214513629632,4,3.5191061833240895,3,2019-09-22 12:01,37
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-22 16:00,38
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-22 20:00,39
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23 0:00,40
138,4,3,2.970273205372019,2,3.401741561925872,4,2,2.1341310047659174,3,4,4,4,2,2.4019445041215266,4,2019-09-23 0:02,41
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23 4:00,42
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23 8:00,43
138,3,3.0289836782478456,3,3,2.981040808873871,3,3,2,3.449525971871653,4,3.5,2.6459764126116525,4,3.3097382479064597,3,2019-09-23 12:04,44
138,3.7395540393750055,4,3,2.58495757912902,2.5,3.2221599738778757,3,2,1.180397480690726,5,4,4,1.1519416328723073,2,3,2019-09-23 16:38,45
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23 20:00,46
138,3,3.403544284827703,2,3.733000857538082,2,3,4.678224918460475,3.350690054491221,3.5,5,4,3.6934010985872936,3.629081948866591,2.5,3.3709671673901407,2019-09-24 0:01,47
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 4:00,48
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 8:00,49
138,2,4.019974673142096,2,4.116427161242173,2,2,2,1.6402527680293746,4,5,4,4,4.116176827453725,2,2.2822234200508587,2019-09-24 12:11,50
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 16:00,51
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 20:00,52
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25 4:00,53
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25 8:00,54
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25 12:00,55
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25 16:00,56
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25 20:00,57
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 0:00,58
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 4:00,59
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 8:00,60
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 12:00,61
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 16:00,62
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 20:00,63
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 0:00,64
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 4:00,65
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 8:00,66
138,1.917921336409429,3,2,2,2,2.144436478972854,2,1.6119512167862187,3,4,4,6.142364206005922,2,2,1.7912862049421974,2019-09-27 12:16,67
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 16:00,68
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27 20:00,69
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 0:00,70
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 4:00,71
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 8:00,72
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 12:00,73
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 16:00,74
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28 20:00,75
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 0:00,76
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 4:00,77
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 8:00,78
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 12:00,79
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 16:00,80
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29 20:00,81
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 0:00,82
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 4:00,83
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 8:00,84
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 12:00,85
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 16:00,86
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30 20:00,87
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-01 0:00,88
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-01 4:00,89
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-01 8:00,90
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23 9:00,1
139,2.7525910957157316,3,3,3.2746467916587934,1,2,3.217333607971218,2,2,3,3,2.5,1,0.5091005623540048,2,2019-09-23 13:01,2
139,4,4,3.164815067834294,4,3,3.7692953910766547,3.451670416222246,4,4,2.5,2,3,4,2,3.075158529139462,2019-09-23 17:01,3
139,4,2.462335637181041,4,4,2,2.6644145627457325,4,4,2.6552318770841965,2.6666666666666665,2,3.1365639870364466,4.695363249713862,4,2,2019-09-23 21:58,4
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 1:00,5
